4,Thursday,10AM,3PM,18MFF-0009,1102655,10:00,15:00,37.79311134,-122.4011623
5,Friday,10AM,3PM,18MFF-0009,1102661,10:00,15:00,37.78916428,-122.3984305
5,Friday,10AM,3PM,18MFF-0009,1102656,10:00,15:00,37.78571157,-122.4065358
3,Wednesday,12PM,5PM,18MFF-0010,1102660,12:00,17:00,37.78156235,-122.391625
5,Friday,12PM,5PM,18MFF-0010,1102660,12:00,17:00,37.78156235,-122.391625
6,Saturday,1PM,4PM,18MFF-0009,1102656,13:00,16:00,37.78571157,-122.4065358
2,Tuesday,10AM,3PM,18MFF-0009,1102655,10:00,15:00,37.79311134,-122.4011623
0,Sunday,8AM,6PM,18MFF-0019,1151023,8:00,18:00,37.7396222,-122.3859077
6,Saturday,8AM,6PM,18MFF-0019,1151023,8:00,18:00,37.7396222,-122.3859077
5,Friday,8AM,6PM,18MFF-0019,1151023,8:00,18:00,37.7396222,-122.3859077
2,Tuesday,10AM,3PM,18MFF-0020,1147774,10:00,15:00,37.78883757,-122.3988443
1,Monday,10AM,3PM,18MFF-0020,1147773,10:00,15:00,37.79245793,-122.3986341
4,Thursday,10AM,3PM,18MFF-0020,1147774,10:00,15:00,37.78883757,-122.3988443
5,Friday,10AM,3PM,18MFF-0020,1147773,10:00,15:00,37.79245793,-122.3986341
1,Monday,10AM,3PM,18MFF-0020,1147775,10:00,15:00,37.79304909,-122.4016507
5,Friday,10AM,3PM,18MFF-0020,1147775,10:00,15:00,37.79304909,-122.4016507
3,Wednesday,10AM,3PM,18MFF-0020,1147773,10:00,15:00,37.79245793,-122.3986341
3,Wednesday,10AM,3PM,18MFF-0020,1147775,10:00,15:00,37.79304909,-122.4016507
5,Friday,6PM,11PM,17MFF-0001,1152244,18:00,23:00,37.78734733,-122.407884
0,Sunday,11AM,11PM,17MFF-0001,1152244,11:00,23:00,37.78734733,-122.407884
6,Saturday,6PM,11PM,17MFF-0001,1152244,18:00,23:00,37.78734733,-122.407884
5,Friday,10AM,3PM,17MFF-0191,1153282,10:00,15:00,37.79971775,-122.4000032
5,Friday,11AM,2PM,18MFF-0023,1157328,11:00,14:00,37.77632414,-122.4173264
4,Thursday,11AM,2PM,18MFF-0022,1157313,11:00,14:00,37.78768719,-122.3994902
4,Thursday,10AM,3PM,18MFF-0023,1157329,10:00,15:00,37.79881157,-122.3996647
3,Wednesday,11AM,2PM,18MFF-0022,1157313,11:00,14:00,37.78768719,-122.3994902
